experiment_name,experiment_iteration,task_number,code_fix_count,code_syntax_status,obj_expected,obj_given,obj_status,sum_prompt_tokens,sum_completion_tokens,sum_prompt_tokens_price,sum_completion_tokens_price,sum_price
experiment_2b1,2,34,0,True,4.0,4.0,True,433,280,6.495e-05,0.000168,0.00023295
experiment_2a1,3,23,0,False,498677.0,,False,1162,920,0.00017429999999999998,0.000552,0.0007262999999999999
experiment_2b1,2,35,1,True,970.0,0.0,False,1628,1044,0.0002442,0.0006264,0.0008706
experiment_2a1,3,24,0,True,2142.0,136371607.13066044,False,898,718,0.0001347,0.0004308,0.0005655
experiment_2b1,2,36,0,True,3800.0,3800.0,True,528,375,7.92e-05,0.000225,0.0003042
experiment_2b1,2,37,0,True,12000.0,12000.0,True,441,324,6.615e-05,0.0001944,0.00026055
experiment_2a1,3,25,0,False,2619.0,,False,960,830,0.000144,0.000498,0.000642
experiment_2b1,2,38,0,True,450.0,450.0,True,503,490,7.545e-05,0.000294,0.00036945
experiment_2b1,2,39,1,False,15.0,,False,1444,817,0.0002166,0.0004902,0.0007068
experiment_2a1,3,26,0,False,2450.0,,False,1001,877,0.00015015000000000002,0.0005261999999999999,0.0006763499999999999
experiment_2a1,3,27,0,True,14900.0,215.8,False,765,572,0.00011475,0.0003432,0.00045795
experiment_2a1,3,28,0,True,19.95,11.46625,False,553,513,8.295e-05,0.0003078,0.00039075
experiment_2b1,2,40,1,False,431433437.5,,False,2138,1199,0.00032070000000000004,0.0007194,0.0010401
experiment_2a1,3,29,0,True,10.45,11.46625,False,547,519,8.205e-05,0.0003114,0.00039345
experiment_2b1,2,41,0,True,3.0,1.0,False,411,435,6.165e-05,0.000261,0.00032265
experiment_2a1,3,30,0,True,1.475,10.458964648,False,570,508,8.55e-05,0.00030480000000000004,0.00039030000000000005
experiment_2a1,3,31,0,False,986630.0,,False,688,567,0.0001032,0.0003402,0.0004434
experiment_2b1,2,42,1,False,9.0,,False,1811,834,0.00027165,0.0005004,0.00077205
experiment_2a1,3,32,0,True,1000.0,1000.0,True,425,304,6.375e-05,0.00018240000000000002,0.00024615
experiment_2b1,2,43,0,True,62666.6666667,62666.6664,True,569,371,8.535e-05,0.0002226,0.00030795
